Phage Name,Zipcode,Population Density,County,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H
Sabia,15536,13.0,Fulton County,7.791094671915281,"Stable, normal stage",163.98287671232876,5.714840182648403,0.2206301369863236,39.971914,-78.194028,40.0,9.6,43.0,3.5,42.0,28.0
Sabinator,,,Utah County,7.791332330936045,,196.93698630136987,-1.7906392694063926,0.38446575342460776,40.339683,-111.605483,44.0,10.5,47.0,3.8,46.0,30.0
SadLad,,,,,,164.10399543378998,2.1047945205479452,0.38898630136981377,45.2,-92.5,21.0,5.0,22.0,1.8,22.0,14.0
Sadboi,15213,14474.0,Allegheny County,7.797680250585012,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.447276,-79.95399499999999,38.0,9.1,41.0,3.3,40.0,26.0
Saftant,63146,2090.0,Saint Louis County,7.791410787463162,"Stable, high stage",181.0728310502283,7.506392694063928,0.17526027397261365,38.690221,-90.486648,34.0,8.1,36.0,2.9,36.0,23.0
Sagefire,04743,34.0,Aroostook County,,,149.5947488584475,0.36883561643835616,0.4749589041095448,47.258953999999996,-68.59125999999999,28.0,6.7,30.0,2.4,29.0,19.0
Saguaro,85716-5400,,Pima County,7.743829132011287,"Stable, normal stage",244.66529680365292,1.930388127853884,0.19643835616441466,32.215833,-110.90799999999999,30.0,7.2,32.0,2.6,31.0,21.0
Saintus,30097,1856.0,Fulton County,7.791048079293735,"Stable, low stage",193.59052511415524,10.246689497716897,0.13331506849313873,34.025197,-84.175753,56.0,14.4,65.0,5.0,58.0,39.0
Salacia,49286,248.0,Lenawee County,,,168.24931506849316,5.3094748858447485,0.3274794520547961,42.0,-84.0,31.0,7.4,33.0,2.7,32.0,21.0
Salete,76203,,Denton County,7.7913470655606245,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.2121,-97.1474,42.0,10.0,45.0,3.6,44.0,29.0
Salgado,15208,6467.0,Allegheny County,7.791314680856173,"Stable, normal stage",162.8423515981735,6.2529680365296825,0.21169863013696408,40.437342,-79.896929,38.0,9.1,41.0,3.3,40.0,26.0
Salk,14086,940.0,Erie County,7.7815998378040145,Falling stage,155.4804794520548,4.9589041095890405,0.3080273972603217,42.933820000000004,-78.64562,19.0,4.5,20.0,1.6,20.0,13.0
SallySpecial,04469,11187.0,Penobscot County,,,158.55593607305937,3.4551369863013703,0.3524383561643947,44.9013,-68.6696,25.0,6.0,27.0,2.2,26.0,17.0
Salz,48221,7104.0,Wayne County,7.791350368485242,Falling stage,165.8537671232877,5.131506849315068,0.2631506849315241,42.4145,-83.1397,19.0,4.5,20.0,1.6,20.0,13.0
Sam12,15213,14474.0,Allegheny County,7.791328413110754,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.436389,-79.95277800000001,38.0,9.1,41.0,3.3,40.0,26.0
SamScheppers,63435,30.0,Lewis County,7.791712255159318,"Stable, normal stage",179.21164383561646,6.411415525114156,0.2035342465753322,40.08,-91.51,22.0,5.2,23.0,1.9,23.0,15.0
SamW,35234,1772.0,Jefferson County,7.799989594174307,,196.86780821917807,11.498744292237447,0.13854794520548586,33.543682000000004,-86.77963299999999,54.0,13.5,61.0,4.8,56.0,38.0
Samaymay,20009,36495.0,Washington,7.791513300308349,,183.91632420091324,7.457762557077626,0.1584657534246516,38.9227,-77.0194,45.0,10.8,48.0,3.9,47.0,31.0
Samba,15260,,Allegheny County,7.791496022509286,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4423,-79.9529,38.0,9.1,41.0,3.3,40.0,26.0
Samisti12,76201,4857.0,Denton County,7.79171150005363,"Stable, normal stage",209.7123287671233,11.14486301369863,0.16665753424658875,33.235744,-97.157979,42.0,10.0,45.0,3.6,44.0,29.0
Samty,77340,137.0,Walker County,7.791853043932019,"Stable, normal stage",203.1049086757991,14.00730593607306,0.14665753424658476,30.7132,-95.5504,23.0,5.5,24.0,2.0,24.0,16.0
SamuelLPlaqson,99258,,Spokane County,7.791851609035593,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.666996999999995,-117.403769,13.0,3.1,14.0,1.1,13.0,9.0
Sandman,08752,433.0,Ocean County,7.790370098546826,"Stable, high stage",171.38367579908675,8.948173515981734,0.08635616438355521,39.932261,-74.072061,65.0,18.7,83.0,5.9,67.0,47.0
SansAfet,23061,135.0,Gloucester County,7.79004232941345,,185.70559360730599,9.947488584474886,0.15621917808218624,37.408818,-76.581163,56.0,14.4,65.0,5.0,58.0,39.0
Sansa,04901,333.0,Kennebec County,,,163.2154109589041,3.1030821917808216,0.3524657534246475,44.560306,-69.65933299999999,38.0,9.1,41.0,3.3,40.0,26.0
Saphira,76706,494.0,McLennan County,7.790089580980452,,208.94497716894975,12.30309360730593,0.15572602739727026,31.547985999999998,-97.120278,31.0,7.4,33.0,2.7,32.0,21.0
Sassafras,49423,580.0,Ottawa County,7.790210801897863,"Stable, high stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.789083000000005,-86.104138,27.0,6.4,29.0,2.3,28.0,18.0
Sassay,90095,8.0,Los Angeles County,7.7902201242628575,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.07,-118.45200000000001,42.0,10.0,45.0,3.6,44.0,29.0
SassyCat97,53140,3473.0,Kenosha County,7.795467503919113,"Stable, normal stage",166.74212328767123,4.8859589041095886,0.2167945205478883,42.625135,-87.82067099999999,32.0,7.6,34.0,2.8,33.0,22.0
Satis,63143,4910.0,Saint Louis County,7.790415941013093,Peak stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.644,-90.315,34.0,8.1,36.0,2.9,36.0,23.0
Sauce,04027,110.0,York County,7.790127696722527,,170.16894977168948,4.3464611872146115,0.3233698630137252,43.371865,-70.92420200000001,38.0,9.1,41.0,3.3,40.0,26.0
Savage,15213,14474.0,Allegheny County,7.790114694104274,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446042,-79.957613,38.0,9.1,41.0,3.3,40.0,26.0
Savage2526,01060,1400.0,Hampshire County,7.7968712502981035,Not applicable,164.99885844748854,4.5856164383561655,0.2681643835616319,42.318381,-72.637041,42.0,10.0,45.0,3.6,44.0,29.0
Savannah,,,,,,175.29086757990868,3.6403424657534256,0.24652054794525344,42.02325,-93.638195,16.0,3.8,17.0,1.4,16.0,11.0
Scamander,29731,,York County,7.790446975269883,"Stable, normal stage",201.33995433789954,10.174429223744294,0.14706849315068365,34.941968,-81.029007,46.0,11.0,49.0,4.0,48.0,32.0
Scamp,49423,580.0,Ottawa County,7.790579207563457,"Stable, normal stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.786389,-86.100833,27.0,6.4,29.0,2.3,28.0,18.0
Scarlett,99258,,Spokane County,7.790577787626892,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.667062,-117.403006,13.0,3.1,14.0,1.1,13.0,9.0
Scavito,19380,1570.0,Chester County,7.79058062508728,,175.15878995433792,7.129337899543378,0.1917260273972846,39.995002,-75.603738,42.0,10.0,45.0,3.6,44.0,29.0
Schadenfreude,42101,197.0,Warren County,,,179.4019406392694,9.698744292237444,0.16750684931508794,37.001511,-86.429974,40.0,9.6,43.0,3.5,42.0,28.0
Schatzie,35470,21.0,Sumter County,7.729270180547997,,196.9658675799087,12.944086757990858,0.14652054794521266,32.594337,-88.186615,51.0,12.1,55.0,4.5,54.0,36.0
Scherzo,,,St. Lucie County,7.790058871023099,,216.82522831050235,19.683333333333334,0.02613698630137351,27.384809999999998,-80.215535,19.0,4.5,20.0,1.6,20.0,13.0
Schiebs,16023,159.0,Butler County,7.790040739622147,"Stable, normal stage",163.16027397260274,5.907876712328767,0.2883013698630622,40.798140000000004,-79.761075,38.0,9.1,41.0,3.3,40.0,26.0
Schmidt,83703,1930.0,Ada County,7.790010900724738,"Stable, normal stage",189.15753424657527,-0.4358675799086755,0.2347945205479897,43.638719,-116.241351,29.0,6.9,31.0,2.5,30.0,20.0
Schnabeltier,15213,14474.0,Allegheny County,7.789980169801398,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4442,-79.9573,38.0,9.1,41.0,3.3,40.0,26.0
Schnapsidee,12550,1568.0,Orange County,7.798715641036209,"Stable, high stage",168.29908675799086,5.169292237442923,0.23098630136988954,41.515494,-74.014365,6.0,1.4,6.0,0.5,6.0,4.0
Schnauzer,75601,1696.0,Gregg County,7.789885150828111,,200.47214611872147,11.822910958904115,0.14778082191781888,32.522490999999995,-94.700633,31.0,7.4,33.0,2.7,32.0,21.0
SchoolBus,90404,10723.0,Los Angeles County,7.789883761209854,,226.7365296803653,8.049885844748859,0.13852054794521435,34.031110999999996,-118.47333300000001,42.0,10.0,45.0,3.6,44.0,29.0
Schubert,15260,,Allegheny County,7.816276145592167,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444253,-79.953239,38.0,9.1,41.0,3.3,40.0,26.0
Schwartz33,,,Kent County,7.789872965363612,Falling stage,165.19406392694063,4.544634703196347,0.30394520547947024,42.933723,-85.590979,27.0,6.4,29.0,2.3,28.0,18.0
Scoot17C,15219,7277.0,Allegheny County,7.789846521639148,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.445496,-79.961629,38.0,9.1,41.0,3.3,40.0,26.0
Scorpia,78404,5548.0,Nueces County,7.789939218064082,,219.80342465753426,17.808789954337897,0.1553150684931606,27.763444,-97.40725,44.0,10.5,47.0,3.8,46.0,30.0
ScottMcG,15260,,Allegheny County,7.796049722495116,"Stable, high stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44422,-79.953218,38.0,9.1,41.0,3.3,40.0,26.0
Scottish,02912,31555.0,,7.789917854410324,Falling stage,169.83527397260275,6.191438356164384,0.20150684931503712,41.824166999999996,-71.40333299999999,50.0,12.0,54.0,4.4,53.0,35.0
Scout,49423,580.0,Ottawa County,7.7898909098651465,Not determined,165.62773972602741,4.986187214611872,0.3325753424657595,42.7943,-86.1006,27.0,6.4,29.0,2.3,28.0,18.0
Scowl,06517,2920.0,New Haven County,7.795856262483432,"Stable, normal stage",172.3719178082191,6.070662100456621,0.18397260273972266,41.36634,-72.91131999999999,42.0,10.0,45.0,3.6,44.0,29.0
Scrunchy,01080,1351.0,Hampshire County,7.796405995955314,Not applicable,168.02739726027397,5.119748858447489,0.2387123287671433,42.1859,-72.3817,33.0,7.9,35.0,2.9,34.0,23.0
Scumberland,,,,,,183.74132420091323,9.717351598173515,0.18304109589043446,36.901666999999996,-87.62472199999999,42.0,10.0,45.0,3.6,44.0,29.0
Scuttle,19082,15831.0,Delaware County,7.790058385727879,Not applicable,177.1309360730594,7.480365296803652,0.15772602739725994,39.9623,-75.2734,66.0,19.2,85.0,6.0,68.0,47.0
SeaWolves,,,,,,162.80867579908673,5.131849315068493,0.18276712328763828,43.6459,-70.2276,34.0,8.1,36.0,2.9,36.0,23.0
Seabastian,41230,52.0,Lawrence County,7.790060967434592,,176.25867579908677,7.413470319634702,0.15884931506847552,38.083793,-82.640302,39.0,9.3,42.0,3.4,41.0,27.0
Seabiscuit,15217,7151.0,Allegheny County,7.790034230002853,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443528,-79.927083,38.0,9.1,41.0,3.3,40.0,26.0
Seahorse,15222,4055.0,Allegheny County,7.7974403933164025,"Stable, normal stage",166.61826484018266,6.101712328767122,0.21501369863012293,40.443865,-80.005375,38.0,9.1,41.0,3.3,40.0,26.0
Sebastisaurus,29640,350.0,Pickens County,7.789967241115957,,195.62328767123287,9.599315068493153,0.13920547945204814,34.83,-82.616,162.0,76.8,277.0,13.1,425.0,212.0
Secretariat,,,,,,213.2582191780822,16.675810502283102,0.14553424657534986,28.94,-82.42,15.0,3.6,16.0,1.3,15.0,10.0
Sedgewig,,,,,,174.7315068493151,5.32214611872146,0.2967123287671478,40.912461,-90.64031800000001,27.0,6.4,29.0,2.3,28.0,18.0
Sekhmet,15260,,Allegheny County,7.7898839126421215,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442391,-79.952848,38.0,9.1,41.0,3.3,40.0,26.0
Selwyn23,28274,,Mecklenburg County,7.789829088769693,,195.1027397260274,9.98607305936073,0.12728767123286594,35.1882,-80.8308,46.0,11.0,49.0,4.0,48.0,32.0
SemperFi,30314,4716.0,Fulton County,7.78934147242222,Not applicable,,,,,,,,,,,
Send513,,,Marion County,7.789302902328657,,187.254794520548,9.435958904109588,0.13205479452052973,35.182028,-85.673895,56.0,14.4,65.0,5.0,58.0,39.0
SendItCS,21043,2486.0,Howard County,7.789302902328657,,178.5422374429224,7.648344748858451,0.1754794520547844,39.261552,-76.80948000000001,34.0,8.1,36.0,2.9,36.0,23.0
Sephiroth,27707,2116.0,Durham County,,,191.19155251141552,9.991894977168947,0.14863013698626626,35.975426,-78.880926,41.0,9.8,44.0,3.6,43.0,28.0
Serendipity,,,Kent County,,,165.19406392694063,4.544634703196347,0.30394520547947024,42.932625,-85.586075,27.0,6.4,29.0,2.3,28.0,18.0
Serenity,99164,,Whitman County,,,165.92054794520547,2.092351598173516,0.3042739726027741,46.731114,-117.179731,16.0,3.8,17.0,1.4,16.0,11.0
Sergei,43210,6102.0,Franklin County,,,171.3874429223744,6.369520547945205,0.2559452054794956,39.996831,-83.01538199999999,14.0,3.3,15.0,1.2,14.0,9.0
Serpentine,84003,733.0,Utah County,,,193.46529680365296,-0.673972602739726,0.2052876712328464,40.332933000000004,-111.760016,50.0,12.0,54.0,4.4,53.0,35.0
Settecandela,49423,580.0,Ottawa County,7.796923997301367,Not determined,166.31187214611873,5.339726027397258,0.30216438356158737,42.7697,-86.1664,27.0,6.4,29.0,2.3,28.0,18.0
Seume,54025,141.0,Saint Croix County,,,163.05251141552512,2.0730593607305936,0.35054794520547794,45.166643,-92.717961,21.0,5.0,22.0,1.8,22.0,14.0
Severus,55811,403.0,Saint Louis County,,,158.26780821917808,0.9578767123287673,0.3918356164383128,46.815466,-92.10990600000001,17.0,4.0,18.0,1.4,18.0,11.0
SgtBeansprout,90095,8.0,Los Angeles County,,,226.7365296803653,8.049885844748859,0.13852054794521435,34.068242,-118.44218400000001,42.0,10.0,45.0,3.6,44.0,29.0
Shade,19406,1695.0,Montgomery County,,,173.01118721461188,6.683675799086758,0.1920547945205704,40.086477,-75.381653,58.0,15.4,69.0,5.2,60.0,41.0
Shaka,20147,2721.0,Loudoun County,,,178.2376712328767,7.3294520547945226,0.2012328767123428,39.0714,-77.4662,47.0,11.2,50.0,4.1,49.0,32.0
ShakeNBake,63105,6647.0,Saint Louis County,,,181.73047945205482,7.855136986301369,0.16241095890411614,38.64353,-90.313006,45.0,10.8,48.0,3.9,47.0,31.0
Shaobing,24060-3348,,Montgomery County,,,184.8769406392694,6.178196347031964,0.17249315068494767,37.2225,-80.4228,43.0,10.3,46.0,3.7,45.0,30.0
Shaqnato,92515,,Riverside County,,,231.34486301369859,4.57796803652968,0.15487671232878011,33.910183,-117.500914,63.0,17.8,79.0,5.7,65.0,45.0
Sharkboy,32514,1917.0,Escambia County,,,203.3537671232877,15.233504566210046,0.11635616438356745,30.55053,-87.217146,24.0,5.7,25.0,2.1,25.0,16.0
Shauna1,84602,,Utah County,,,194.8086757990868,-0.9799086757990868,0.3022739726027875,40.325986,-111.73548000000001,50.0,12.0,54.0,4.4,53.0,35.0
Shawty,92093,,San Diego County,,,,,,,,,,,,,
ShayRa,07110,8374.0,Essex County,,,173.59372146118722,6.853881278538813,0.1923835616438261,40.822739,-74.14625500000001,46.0,11.0,49.0,4.0,48.0,32.0
SheaKeira,33106,,Baldwin County,,,198.54326484018262,11.58755707762557,0.11295890410959615,33.120833000000005,-83.186667,40.0,9.6,43.0,3.5,42.0,28.0
SheckWes,,,Clark County,,,190.60833333333332,12.06769406392694,0.12728767123286516,34.1793,-93.0998,29.0,6.9,31.0,2.5,30.0,20.0
ShedlockHolmes,15213-3704,,Allegheny County,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.439444,-79.946389,38.0,9.1,41.0,3.3,40.0,26.0
Shee,19104,17232.0,Philadelphia County,,,174.26518264840183,7.510844748858447,0.13728767123286073,39.94749,-75.20695,66.0,19.2,85.0,6.0,68.0,47.0
Sheen,04743,34.0,Aroostook County,,,149.5947488584475,0.36883561643835616,0.4749589041095448,47.248839000000004,-68.592651,28.0,6.7,30.0,2.4,29.0,19.0
Sheila,90095,8.0,Los Angeles County,,,231.3809360730594,7.317465753424657,0.10972602739727212,34.070833,-118.450833,42.0,10.0,45.0,3.6,44.0,29.0
SheldonCooper,02918,,,7.797292964067304,Not determined,170.22454337899543,5.75115296803653,0.19347945205478892,41.8433,-71.4346,50.0,12.0,54.0,4.4,53.0,35.0
Shelob,47714,4272.0,Vanderburgh County,,,182.0521689497717,8.645205479452057,0.17969863013699988,37.97139,-87.53027,22.0,5.2,23.0,1.9,23.0,15.0
Shepard,15213,14474.0,Allegheny County,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.4466,-79.9531,38.0,9.1,41.0,3.3,40.0,26.0
ShiLan,23146,92.0,Goochland County,,,185.888698630137,8.642465753424657,0.15567123287670204,37.690946999999994,-77.663839,18.0,4.3,19.0,1.5,19.0,12.0
ShiVal,07013,6213.0,Passaic County,,,171.08047945205482,6.804680365296804,0.1824931506849266,40.861698,-74.195824,46.0,11.0,49.0,4.0,48.0,32.0
ShiaLabeouf,19104,17232.0,Philadelphia County,,,174.19646118721462,7.453995433789954,0.14523287671230675,39.9595,-75.19025,66.0,19.2,85.0,6.0,68.0,47.0
ShiaSurprise,49423,580.0,Ottawa County,,,166.8412100456621,5.32468036529679,0.2966849315068809,42.786262,-86.101813,27.0,6.4,29.0,2.3,28.0,18.0
Shiba,15213,14474.0,Allegheny County,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.4473,-79.9538,38.0,9.1,41.0,3.3,40.0,26.0
Shida,75602,475.0,Gregg County,7.7956540718155765,,199.6557077625571,11.948515981735161,0.13501369863011378,32.4634,-94.7265,31.0,7.4,33.0,2.7,32.0,21.0
Shipwreck,17257,238.0,Franklin County,,,172.09257990867582,6.169977168949772,0.24780821917812704,40.01005,-77.50644399999999,44.0,10.5,47.0,3.8,46.0,30.0
Shnickers,06606,8739.0,Fairfield County,,,172.43892694063928,6.625719178082192,0.1912876712328547,41.205851,-73.207719,49.0,11.7,52.0,4.3,51.0,34.0
Shocker,,,,,,165.12408675799088,1.621689497716895,0.3140547945205778,45.025833,-92.98100000000001,21.0,5.0,22.0,1.8,22.0,14.0
Shoya,54022,159.0,Pierce County,,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.851966,-92.62325899999999,21.0,5.0,22.0,1.8,22.0,14.0
Shrimp,61701,3198.0,McLean County,,,177.9,5.5188356164383565,0.2431506849315366,40.489261,-88.991338,30.0,7.2,32.0,2.6,31.0,21.0
ShrimpFriedEgg,18015,1546.0,Northampton County,,,170.40079908675796,6.190639269406392,0.17032876712327946,40.605002,-75.37830600000001,40.0,9.6,43.0,3.5,42.0,28.0
Shrooms,,,Hill County,,,208.2497716894977,11.690194063926928,0.16997260273974096,31.818882000000002,-97.276925,31.0,7.4,33.0,2.7,32.0,21.0
Shuman,10960,3599.0,Rockland County,,,168.32260273972602,6.337157534246575,0.2069863013698425,41.085838,-73.931213,11.0,2.6,11.0,0.9,11.0,7.0
SiSi,99258,,Spokane County,,,160.9194063926941,1.7452054794520548,0.29493150684927943,47.667056,-117.402794,9.0,2.1,9.0,0.7,9.0,6.0
Sibs6,50131,802.0,Polk County,7.7917245064349165,Not applicable,174.27933789954338,4.731358447488581,0.2849041095890803,41.6597,-93.7207,16.0,3.8,17.0,1.4,16.0,11.0
Sicarius2,81001,874.0,Pueblo County,,,214.538698630137,-1.3931506849315072,0.21517808219181087,38.306343,-104.580664,14.0,3.3,15.0,1.2,14.0,9.0
Sidious,04473,427.0,Penobscot County,,,158.2573059360731,3.4796803652968036,0.3422191780821894,44.907962,-68.688123,25.0,6.0,27.0,2.2,26.0,17.0
Sienna,15213,14474.0,Allegheny County,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.439538,-79.952256,38.0,9.1,41.0,3.3,40.0,26.0
Sigman,15213,14474.0,Allegheny County,,,166.06221461187215,6.1813470319634725,0.20728767123284966,40.442802,-79.962841,38.0,9.1,41.0,3.3,40.0,26.0
SilentRX,,,,,,166.5310502283105,4.509703196347032,0.2518082191781169,42.994046000000004,-71.512123,32.0,7.6,34.0,2.8,33.0,22.0
Silvafighter,45056,356.0,Butler County,,,175.21027397260278,6.9969178082191785,0.2013972602740031,39.508956,-84.73155,48.0,11.5,51.0,4.2,50.0,33.0
Silverleaf,73131,262.0,Oklahoma County,,,203.2880136986301,8.451826484018264,0.16301369863015014,35.584167,-97.47416700000001,63.0,17.8,79.0,5.7,65.0,45.0
Simpliphy,41001,321.0,Campbell County,,,176.72636986301367,7.669178082191781,0.20605479452056785,38.93909,-84.37411999999999,33.0,7.9,35.0,2.9,34.0,23.0
Sinatra,15260,,Allegheny County,7.816276145592167,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444253,-79.953239,38.0,9.1,41.0,3.3,40.0,26.0
Sippinontea,,,,,,156.3132420091324,2.854566210045662,0.33304109589034003,44.689208,-73.466829,23.0,5.5,24.0,2.0,24.0,16.0
SirHarley,62294,467.0,Madison,,,180.99212328767123,7.337442922374429,0.2125753424657852,38.716356,-89.85692,42.0,10.0,45.0,3.6,44.0,29.0
